zoneid,npixels,mean,min,max,sum,sampVar,popVar,sampSD,popSD
M331Ic,88303,6.56093248002792,0,76.8674163818359,579350.020783901,129.317882654965,129.316418176038,11.3718020847606,11.3717376937757
341Ec,191486,0.358239646810499,0,50,68597.8770091534,3.37516624125791,3.37514861508033,1.83716255166981,1.83715775454378
M341Ag,273147,5.78893883453999,0,50.2157020568848,1581231.27583814,44.0995479026298,44.0993864527589,6.64074904680412,6.64073689079449
342Gb,183000,0.006896289990899,0,30.7728958129883,1262.02106833458,0.113812780866642,0.113812158938878,0.337361498791195,0.337360577037207
M261Et,13949,70.0287475804714,0,181,976831,987.014157744496,986.943398969118,31.4167814669882,31.4156553165634
331Fk,139561,0.083101633344839,0,54.733699798584,11597.747051239,1.28532654397037,1.28531733418724,1.1337224280971,1.13371836634468
M341Ah,235644,0.804693670978826,0,26.75803565979,189621.235404134,8.16055885991752,8.16052422903848,2.85666918979386,2.85666312837872
342Fi,57595,0.000269220943138,0,4.03969097137451,15.5057802200317,0.001045282764165,0.001045264615319,0.032330833026155,0.03233055235098
341Dm,13310,3.1856498873028,0,49,42401,82.3920849897418,82.3858947504488,9.07700859257838,9.0766676016283
331Fm,21448,0.899514298037066,0,33.3942031860352,19292.782664299,10.2502389271361,10.2497610159589,3.20159943264864,3.20152479546215
342Gc,76311,0.008831548546453,0,8.00184726715088,673.944301128387,0.041333520436032,0.041332978790392,0.203306469242944,0.203305137147078
M331Dv,66866,8.75345996903198,0,84.0122680664062,585308.854289293,123.322538362735,123.320694039186,11.1050681385903,11.1049850985576
342Dg,77061,1.1908381641939,0,49.3572616577148,91767.1797709465,27.5819992772076,27.5816413529751,5.251856745686,5.25182266960482
M333Ad,76728,56.2844755959146,0,116.955352783203,4318595.24352336,373.312007699932,373.30714230519,19.3212838005121,19.3211578924554
M333Ab,33051,41.9264252358845,0,99.644172668457,1385710.28047121,384.561902412708,384.550267003722,19.6102499324386,19.6099532636802
M333Aa,62210,36.0608303137674,0,102.400199890137,2243344.25381947,625.1129578447,625.10290941265,25.0022590548274,25.0020581035372
M333Ba,88921,48.1057604320768,0,93.6181564331055,4277612.32338071,319.056357000655,319.052768912836,17.8621487229464,17.8620482843608
M333Bb,152231,42.4236188067841,0,90.8815994262695,6458189.91457558,245.09612539691,245.094515369219,15.6555461545393,15.6554947340932
M333Bc,108956,16.2044491056282,0,88.6710510253906,1765571.95675278,475.730859317146,475.72649305132,21.8112553356552,21.8111552433914
M333Cb,140855,34.1509265925665,0,98.8840789794922,4810328.76519597,260.930339914492,260.928487439678,16.1533383520092,16.1532810115988
M333Cc,10361,34.7294100884845,0,64.9914932250977,359831.417926788,236.980430386515,236.957558035353,15.3941687137213,15.3934258056923
M333Ca,36445,26.1434967276785,0,67.4657974243164,952799.738240242,428.628807434098,428.617046457079,20.7033525650822,20.7030685275657
M333Cf,33093,13.8530275409588,0,73.3999938964844,458438.240412951,281.463651171174,281.455145938915,16.7768784692259,16.7766249865375
331Da,131272,0.144399656776653,0,53.3784561157227,18955.6317443848,3.22557697883435,3.22555240712843,1.79598913661368,1.79598229588391
M333Ai,38710,16.2624895671083,0,87.8696517944336,629520.971142769,275.799893142187,275.792768370987,16.6072241251266,16.6070096155505
331Dh,521238,0,0,0,0,0,0,0,0
M333Da,88171,53.3867785531159,0,125.967025756836,4707165.65180683,292.212916537336,292.20960237603,17.0942363543194,17.0941394160698
331Db,14307,0.533297772659831,0,48.0018920898438,7629.89123344421,19.4632254288822,19.4618650300963,4.41171456792959,4.4115603849541
M333Ac,48903,36.8632902422263,0,179,1802725.48271561,491.328269323179,491.318222326689,22.1659258620789,22.1656992293654
M333Dc,91434,45.2396710420936,0,103.811111450195,4136444.08206272,297.628180181182,297.624925066234,17.2519036683255,17.2518093273208
M333Cg,32614,18.5443274765163,0,61.6323127746582,604804.696319103,242.477732451206,242.470297676801,15.5716965180807,15.5714577890704
331La,527567,0.011513986532517,0,56.2753410339355,6074.39933300018,0.339994428324939,0.339993783867594,0.583090411793008,0.583089859170603
331Af,157974,2.70096884708681,0,148,426682.852649689,144.765078561505,144.764162176033,12.0318360428284,12.031797961071
M333Ce,32478,36.6271784831184,0,67.4623107910156,1189577.50277472,273.37740510116,273.368987790824,16.5341284953626,16.5338739498892
M333Db,88308,52.5611516270387,0,106.509910583496,4641570.17788053,230.403948654248,230.40133955939,15.1790628384709,15.1789768943559
M333Dd,67273,48.9143436671833,0,101.979011535645,3290614.64152241,288.721617156226,288.717325365803,16.9918102966172,16.9916840061779
M333Ch,28119,29.3522427836601,0,66.1845245361328,825355.714833736,333.252434686374,333.240583182597,18.2552029483754,18.2548783392987
331Ea,1120178,0.014104675341563,0,58.5354194641113,15799.747014761,0.413726402963554,0.413726033623679,0.643215673754577,0.643215386650288
331Ka,56277,1.88621558540125,0,53.6086921691895,106150.554499626,52.9593977619672,52.9584567132659,7.27732078185146,7.2772561253034
331Ac,57228,20.200567566591,0,253,1156038.08070087,617.793815755072,617.783020448304,24.8554584700237,24.8552413073843
M332Bb,23988,10.3527453167948,0,71.9824447631836,248341.654659271,305.875575751623,305.862824560371,17.489298892512,17.4889343460478
M332Bl,22740,30.683423555453,0,61.1673927307129,697741.051651001,302.149923419192,302.136636263369,17.3824602234319,17.3820780191371
M333De,63661,49.9786644075057,0,102.800323486328,3181691.75484622,302.528836262709,302.524084077914,17.393356095438,17.3932194857052
M332Bp,22465,16.2963298690631,0,61.3773765563965,366097.050508499,295.734914847755,295.721750596036,17.1969449277409,17.1965621737613
M332Bh,26041,31.9045217955954,0,64.5867233276367,830825.652079105,251.379185294048,251.36953208621,15.8549419833075,15.8546375577056
331Kb,156880,0.162635703988976,0,38.3429222106934,25514.2892417908,2.63149533379557,2.63147855985795,1.62218843966895,1.62218326950377
331Aa,34182,12.3156837744107,0,245,420974.702776909,674.208682496185,674.188958410921,25.9655287351555,25.9651489194828
331Ki,13563,4.05014945563689,0,52.6774063110352,54932.177066803,136.90363574466,136.893541839495,11.70058270962,11.7001513596831
331Kd,137533,0.126358025084388,0,38.4352722167969,17378.3982639313,2.13968257392898,2.13966701633499,1.46276538581174,1.46276006793151
M332Bg,80575,28.9994909487358,0,68.2325592041016,2336633.98319435,340.981871766454,340.977639909529,18.4656944566527,18.4655798693009
331Kj,19576,0.044391732143781,0,47.1338424682617,869.012548446655,1.67537525585835,1.67528967273331,1.29436287642158,1.29432981605668
M332Gd,111593,17.2004655220697,0,148,1919451.54900432,593.878584751469,593.873262924968,24.3696242226151,24.3695150326174
M332De,41024,10.5373512875527,0,57.816707611084,432284.299220562,204.932347940246,204.927352514448,14.3154583559258,14.3152838782347
M332Bf,23334,29.1934373668321,0,60.9717674255371,681199.667517662,340.380572200416,340.365984878388,18.4494057411185,18.4490104037693
M332Df,15921,23.7212962002679,0,61.7829742431641,377666.756804466,285.250512588783,285.232595968433,16.889360928963,16.8888305091985
331Kh,63650,0.088158411234267,0,46.072868347168,5611.28287506104,3.02944705062388,3.02939945522639,1.74053068074765,1.7405170080256
M332Ba,26561,32.3117248418482,0,76.324577331543,858231.723524332,323.921667454303,323.909472067554,17.9978239644215,17.9974851595314
331Mf,119302,0.168899307686479,0,51.937801361084,20150.0252056122,4.92361115360666,4.92356988345902,2.21892116885811,2.2189118692411
M332Aa,43690,58.1133842065098,0,121.573150634766,2538973.7559824,387.446215855703,387.437347780266,19.6836535189914,19.6834282527274
M332Db,156946,19.2908511726973,0,67.0696411132812,3027621.92815018,448.219695107995,448.216839223199,21.1711996615212,21.1711322140125
M332Be,13682,5.58653554712853,0,57.6241111755371,76434.9793558121,155.182472210729,155.17113012096,12.4572257028091,12.4567704530894
M332Dk,164056,0.912782050352728,0,57.6250457763672,149747.37205267,25.5609115228547,25.5607557168402,5.0557800113192,5.05576460259378
341At,218934,0.104659913847643,0,34.6212692260742,22913.6135783195,1.31713941476097,1.31713339861265,1.14766694417891,1.14766432314186
331Fj,103892,3.23281227098856,0,60.4048194885254,335863.332457542,72.4523788532936,72.4516814716006,8.51189631358921,8.5118553483715
342Ec,28201,0.104761029282326,0,45.840934753418,2954.36578679085,2.61762286166064,2.6175300414464,1.61790693850439,1.61787825297406
M261Ej,28521,61.3953578065288,0,395,1751057,1208.9764356723,1208.93404668048,34.7703384463294,34.7697288841958
M331Dq,15146,12.8527627794081,0,63.6318702697754,194667.945056915,199.08546935408,199.072324928532,14.1097650353959,14.1092992359129
M341Aa,29041,1.18141098226227,0,39.4719161987305,34309.3563358784,10.3758184369785,10.3754611552583,3.22115172523408,3.22109626606506
331Cc,98355,0.39626212798551,0,64.2780532836914,38974.3615980148,13.3423482752668,13.3422126202591,3.65271792987999,3.65269936078226
M341Ce,13862,22.5034155702543,0,62.3403205871582,311942.346634865,138.428285054695,138.418298884947,11.7655550253567,11.765130636119
M331Hn,46678,24.523719615835,0,85.1333847045898,1144718.18422794,447.276228995524,447.266646832,21.1489060945365,21.1486795529177
331Cd,606189,0.09729499372017,0,69.4052810668945,58979.1549482346,3.3431417204714,3.34313620545592,1.82842602269586,1.82842451456327
M331Il,13392,6.98266520740169,0,58.6369132995605,93511.8524575233,112.920363186125,112.911931259364,10.626399351903,10.6260026001956
341Bg,14837,5.77852820598059,0,36.544506072998,85736.0229921341,53.9495956954993,53.9459595429283,7.3450388491484,7.34479132058415
M331In,54230,21.3605941348117,0,74.9111480712891,1158385.01993084,178.07542315759,178.072139450727,13.3444903670987,13.344367330478
M341Ch,25987,26.8775674633374,0,63.8238182067871,698467.345669746,262.486407965537,262.47630728412,16.2014322812996,16.2011205564344
322Ad,55001,0.001075322835095,0,7.84829139709473,59.1438312530518,0.007154937543531,0.007154807456122,0.084586863894642,0.084586094933638
M341Cj,18726,18.0364146360689,0,60.0619621276855,337749.900475025,138.640654415656,138.633250770755,11.7745766130106,11.7742622176829
M341Cb,33511,16.4533143883046,0,59.5562515258789,551367.018466473,142.482971628385,142.478719801474,11.9366231250042,11.936445023602
341Bn,21781,2.16180073539008,0,23.7038555145264,47086.1818175316,14.2988416547069,14.2981851723758,3.78138091901714,3.78129411344526
M332Ac,66260,59.9289660519216,0,122.987815856934,3970893.2906003,239.601240267219,239.597624190548,15.4790581195116,15.4789413136218
M332Dh,24484,24.8712431277117,0,62.4765739440918,608947.516738892,358.372471251199,358.357834244531,18.9307282282325,18.9303416304231
331Na,50997,0.291876093112699,0,44.6061134338379,14884.8051204681,7.31782382018132,7.31768032499885,2.70514765219596,2.70512112945037
331Kf,873853,0.240958302520418,0,42.8048706054688,210562.135532379,4.46708592819391,4.46708081625182,2.11354818449779,2.11354697517037
331Me,230226,0.056739646058166,0,57.4484596252441,13062.9417533875,1.62458621724279,1.62457916075822,1.27459256911485,1.27458980097842
M332Bd,40663,29.8132710793753,0,69.0179061889648,1212297.04190063,404.049197585724,404.039261053801,20.1009750406721,20.1007278737314
M332Ab,78131,44.4247500613271,0,101.461196899414,3470950.14704156,320.091407895808,320.087311040425,17.8910985659296,17.8909840713256
M332Dj,92739,24.7947526121491,0,64.9844512939453,2299440.56249809,453.503484380587,453.49859427519,21.2956212489936,21.2955064338745
M332Bj,21672,6.91578129403657,0,65.0866317749023,149878.812204361,231.606153956548,231.595467072368,15.21861209035,15.2182609739867
331Ke,156173,0.014318979788015,0,27.841100692749,2236.23803043365,0.233130538593528,0.233129045822443,0.48283593341168,0.48283438757243
M332Bc,47253,39.6658974208598,0,74.3086776733398,1874332.65082788,288.961365583249,288.955250387058,16.9988636556462,16.9986837839598
M332Ao,40310,38.8014807502529,0,98.7024536132812,1564087.68904269,344.503455475951,344.494909123793,18.5608042788008,18.5605740515694
331Mh,46399,0.003993908288487,0,20.5803890228271,185.31335067749,0.069055525133164,0.06905403683546,0.262784179761955,0.262781347959592
M332An,18198,33.4353942157265,0,87.3752212524414,608457.303937793,294.697139521293,294.680945591217,17.1667451638711,17.1662734916818
M332Eg,14625,36.9532112018227,0,66.7681579589844,540440.713826656,259.471848760578,259.454107095706,16.1081298964398,16.1075791817301
331Nb,139413,0.246954960244442,0,40.8923797607422,34428.7318725586,4.96605670234703,4.96602108115888,2.22846510009626,2.22845710776736
M332Am,28964,38.3649262049159,0,88.5275344848633,1111201.72259918,253.470135965097,253.461384752006,15.9207454588376,15.9204706196772
M332All,23042,40.4772795417555,0,77.1936569213867,932677.47520113,162.868481142537,162.861412811613,12.7619936194364,12.7617166874842
M332Aj,18598,32.6828967955167,0,88,607836.514603019,263.407227606986,263.393064405157,16.2298252488123,16.2293889104044
M332Ebb,25292,22.672205485744,0,66.1933212280273,573425.421145439,440.535948633011,440.518530637256,20.9889482498054,20.9885333131512
M332Ej,123973,1.60192182007843,0,82.6714782714844,198595.053800583,60.712330677775,60.711840955572,7.7918117711977,7.79178034569584
M332Dc,45031,10.0980485056537,0,63.0995597839355,454725.222258091,294.619166642221,294.612624056743,17.1644739692838,17.1642833831402
M332Eee,30780,36.3017003997882,0,66.5119247436523,1117366.33830547,437.08260656921,437.068406354572,20.9065206710541,20.906181056199
M332Ee,28378,23.3628145958811,0,67.8393707275391,662989.95260191,414.6173947105,414.602784188451,20.362155944558,20.3617971748186
M332Ap,13503,41.1652679349072,0,77.1902618408203,555854.612925053,234.741613204183,234.724228799739,15.3212797508623,15.3207124116256
M332Dp,26972,13.104624933753,0,60.4819488525391,353457.943713188,256.580619768746,256.57110691765,16.0181340913586,16.0178371485557
M332Ehh,22979,33.3573989495062,0,63.9003677368164,766519.670460701,385.697953403431,385.681168601943,19.6391943165556,19.6387669827294
M332Ax,13063,25.7922651661324,0,72.6222763061523,336924.359865189,352.273817593137,352.246850294845,18.7689588841027,18.7682404688038
331Mi,174134,0.30456945175063,0,55.0363998413086,53035.8969111443,5.72122154707479,5.72118869179353,2.39190751223261,2.39190064421446
M332Fi,48908,34.636405265301,0,70.0383529663086,1693997.30871534,224.180845308436,224.176261582966,14.972669945886,14.9725168753609
M332Ekk,35475,14.8962819148891,0,84.517333984375,528445.600930691,406.756543267038,406.74507726159,20.1682062481282,20.1679219866993
M332Al,9752,39.6347341029934,0,70.1174774169922,386517.926972389,205.277190164005,205.256140411117,14.3274976937358,14.3267630821172
M332Av,77430,7.8445300727178,0,85.4087905883789,607401.96353054,262.898589536172,262.895194229578,16.214147820227,16.2140431179141
342Bb,672800,0.904944100622322,0,128,608846.390898705,28.0531009577966,28.0530592617488,5.29651781435658,5.29651387817957
M332Ak,18866,22.7083917016076,0,78.3820037841797,428416.517842531,386.956838112639,386.936327308117,19.6712185212975,19.6706971739213
M332Az,29965,41.4129491092167,0,70.4201507568359,1240939.02005768,192.241705800616,192.235290258957,13.8651255241565,13.8648941668863
M332Ar,8646,36.942116517919,0,64.547721862793,319401.539413929,235.308027689329,235.280811863781,15.3397531821516,15.3388660553439
M332Egg,36947,0.303181953403332,0,54.6058769226074,11201.6636323929,10.7449305530113,10.7446397329027,3.27794608756936,3.27790172715759
M332Ai,28108,35.9531199017206,0,65.8559265136719,1010570.29419756,184.051664186473,184.04511616939,13.5665641997697,13.5663228683896
M332En,17493,13.1139268324223,0,65.9887924194336,229401.922079563,340.138368669298,340.118924413385,18.4428405802712,18.4423134235753
M332Ah,22939,40.2361405561075,0,76.8527526855469,922976.828216553,129.114174942319,129.108546354546,11.3628418515053,11.3625941736272
342Dk,149282,0.008138958481264,0,12,1215,0.016419444975886,0.016419334986437,0.128138382133872,0.128137952950861
M331Am,25443,23.8826030863628,0,87.463508605957,607645.070326328,487.430796887444,487.411639131012,22.0778349682989,22.077401095487
342Dl,25790,0.022721985265607,0,84,586,1.25040462664836,1.25035614256047,1.11821492864671,1.11819324920179
M332Eh,29815,19.3252458119619,0,62.2667465209961,576182.203883648,346.91516640393,346.903530812235,18.6256588179836,18.6253464615355
M332Fg,32569,37.0613063996702,0,67.763786315918,1207049.68813086,212.316935382858,212.310416394391,14.5710993196415,14.5708756220891
M332As,20800,33.0815937192279,0,68.6944427490234,688097.149359941,223.624548353568,223.613797173359,14.9540813276366,14.953721850207
331Gi,60451,1.34397891992707,0,34.2986869812012,81244.8696885109,18.9763150835784,18.9760011712348,4.35618125008343,4.35614521925461
315Ha,139760,0.044551110728236,0,23.7343769073486,6226.46323537827,0.318036179337017,0.318033903749014,0.563946965003817,0.563944947445239
M331Ae,15769,21.6378887726475,0,59.4592018127441,341207.86805588,153.16860717863,153.158893905298,12.3761305414346,12.3757381155751
342Dd,79425,0.958408698117093,0,79.8745574951172,76121.61084795,33.8686633443421,33.8682369211335,5.81967897261886,5.81964233618644
M332Aq,11754,0.532688386224862,0,39.308177947998,6261.21929168701,13.3019096177048,13.3007779255474,3.64717830900887,3.64702315944763
342Dc,29227,0.004470565037057,0,23.4690971374512,130.661204338074,0.078240016557604,0.07823733958027,0.279714169390119,0.279709384147671
M331Ai,12714,10.843886456269,0,83.1356582641602,137869.172405005,338.887224187318,338.860569536996,18.4088898140903,18.4081658384804
M331Iw,30713,23.7855216080553,0,85.8560180664062,730524.725148201,505.208806606512,505.192357259115,22.4768504601181,22.4764845396053
M331Hm,19304,14.842998813654,0,84.5727081298828,286529.249098778,212.634306291296,212.623291252636,14.5819856772422,14.5816079789794
341Bm,73319,2.23223464459943,0,71.8953323364258,163665.211907387,50.9389427466416,50.9382479889015,7.13715228551567,7.13710361343462
322Ac,87224,0.003413633590421,0,7.24254894256592,297.750776290894,0.016802210896993,0.016802018264106,0.129623342407888,0.129622599357157
M341Ae,96157,8.14280088564715,0,49.0528335571289,782987.304761171,63.1359531964301,63.1352966040531,7.94581356416258,7.94577224717982
341Dc,8828,0.433786606378126,0,47,3829.46816110611,7.44817835159916,7.44733465219368,2.72913509222229,2.72898051517296
M331Id,52717,0.93918432551161,0,58.7055015563965,49510.9800879955,22.7080306392782,22.7075998858089,4.76529439166965,4.76524919451322
M331Iv,57537,32.8351527570834,0,84.6738433837891,1889236.18418431,543.92231612739,543.912862691929,23.3221421856439,23.3219395139411
342Eb,19119,0.001795232355224,0,5.0655369758606,34.3230473995209,0.007790965389232,0.00779055789065,0.088266445432182,0.088264137058323
M341Di,198316,3.07632981577701,0,49.9519500732422,610085.423745632,31.2304827819986,31.2303253036167,5.58842399805156,5.58840990833857
341Aq,67425,0.658310655534468,0,44.5535049438477,44386.5959494114,11.3967653646603,11.3965963358822,3.37590956109021,3.37588452644372
M261El,10046,12.5224965160263,0,403,125801,822.707059809594,822.625165815984,28.682870494593,28.6814428823932
342Fg,76721,0.015430920927774,0,40.7540817260742,1183.87568449974,0.279362334602699,0.279358693326717,0.528547381606133,0.528543936987945
341Da,11012,4.13848528877587,0,136,45573,182.927237302209,182.910625675138,13.5250596043865,13.5244454849409
342Gj,31961,0.18130066652836,0,56.9887924194336,5794.5506029129,4.17344817110673,4.17331759170775,2.04290189953085,2.04286993998829
341Db,20763,23.1363648954215,0,90,480380.344323635,500.753461633443,500.729344046311,22.3775213469554,22.3769824606963
M341Dl,180372,0.462616516126379,0,27.7389163970947,83443.066246748,5.27457177945488,5.27454253671333,2.29664358999277,2.29663722357566
331Fn,165308,0.0402418590346,0,58.7418518066406,6652.30123329163,1.10584656251339,1.10583987290029,1.05159239371222,1.05158921300111
315Bc,205158,0.27441964821101,0,22.8826541900635,56299.3861876726,2.09119211281822,2.09118191973722,1.44609547154336,1.44609194719327
322Cd,60724,0.000314675844255,0,4.9758620262146,19.1083759665489,0.000986747902819,0.000986731653101,0.031412543717747,0.031412285066529
313Ca,101237,1.16869944888786,0,49.8076171875,118315.626107059,5.28689999050643,5.28684776750505,2.29932598613299,2.29931462995064
M331Dc,17432,8.87623800434419,0,77.9103622436523,154730.580891728,237.276786798784,237.263175234603,15.4037913124913,15.4033494810253
M331Ad,46405,13.2577116468756,0,85.032600402832,615224.108973265,415.559967571377,415.551012502579,20.3852880178666,20.3850683713001
342Bj,43499,3.72155681739816,0,78,161884,135.690548902762,135.687429508088,11.6486286275579,11.6484947314272
342Cd,86509,0,0,0,0,0,0,0,0
M331Hf,21559,9.75685662826026,0,73.4106140136719,210348.072048664,131.250487312544,131.244399345231,11.4564605054329,11.4561948021684
341Bo,50123,8.03792580218188,0,85.6447448730469,402884.954982758,94.962498586137,94.9606039968549,9.74487037297762,9.74477316292457
M331Ik,78998,27.5802128013472,0,89.0235595703125,2178781.65088081,528.422311315455,528.415622256095,22.9874381198831,22.9872926256246
313An,32168,1.635413689543,0,44.8666191101074,52607.9875652194,10.5279933448654,10.5276660633016,3.24468694096447,3.24463650711472
M331Gd,22678,8.44814963090121,0,79.6333847045898,191587.137329578,109.086693472025,109.081883228905,10.4444575480024,10.4442272681566
313Al,10000,0.090822274646163,0,6.70752573013306,908.22274646163,0.343175200692613,0.343140883172544,0.585811574392836,0.585782283081815
313Db,368323,0.232123565874397,0,13.0933465957642,85496.4481535554,1.23261793774693,1.232614591179,1.11023328077793,1.11023177363063
M313Al,127926,23.4831498578086,0,116.389854431152,3004105.42870998,197.939777872335,197.938230573288,14.0691072166053,14.0690522272571
322Ba,73048,0,0,0,0,0,0,0,0
313Cb,23507,1.19685573225075,0,9.78257846832275,28134.4876980186,4.42020816382162,4.42002012586851,2.10242911029638,2.10238439060713
M313Bd,240147,2.72608105045832,0,47.3112716674805,654660.186024427,37.4221088898883,37.4219530598805,6.1173612685445,6.11734853182983
315Bd,119321,0.000822997385127,0,7.20575761795044,98.2008709907532,0.00444812581268,0.00444808853403,0.066694271213353,0.066693991738613
322Bf,872508,0.02017169407118,0,10.6194581985474,17599.9644506574,0.061558035572228,0.061557965019252,0.248108918768004,0.248108776586505
M313Af,20856,27.0967850111594,0,71.8828506469727,565130.548192739,163.930982251243,163.923122115922,12.8035535009326,12.8032465459321
322Be,67437,0.001805780599456,0,9.36905002593994,121.776426285505,0.010335882389417,0.010335729122184,0.101665541799652,0.101664788015241
322Bd,30942,0.031766037058603,0,15.814115524292,982.904718667269,0.340022606233272,0.34001161720198,0.583114573847431,0.583105151067952
315Hb,20404,2.00504387689324,0,44.6181335449219,40910.9152641296,24.0537866232149,24.0526077471796,4.90446598756836,4.90434580216155
313Bp,29222,14.6219156811626,0,45.7609977722168,427281.620034933,99.8961951246944,99.8927765977242,9.99480840860366,9.99463739200798
M332Fc,16497,10.1037526856034,0,61.2394256591797,166681.608054399,230.824598778181,230.810606864573,15.1929127812339,15.1924522992364
M332Aw,12831,6.23691975586358,0,55.7938766479492,80025.9173874855,153.805181425222,153.793194426436,12.4018216978484,12.4013384127051
342Dm,65120,0.041451504980317,0,38.1982841491699,2699.32200431824,1.12555389966086,1.1255366153565,1.0609212504521,1.06091310452671
331Gg,136226,0.059227589410142,0,40.1721229553223,8068.33759498596,0.897571420545828,0.897564831705074,0.947402459647339,0.947398982322165
M332Fa,26566,0.574194993131317,0,45.4324722290039,15254.0641875267,15.8245420249683,15.823946355992,3.97800729322714,3.97793242225054
342Ac,34104,1.71303243592203,0,71.8777694702148,58421.258194685,65.1156921700285,65.1137828429064,8.06942948231339,8.0693111752433
M331Da,61407,28.7009024702934,0,89.5313262939453,1762436.31799331,544.155870590697,544.147009127499,23.3271487882831,23.3269588486691
331Fb,343817,0.248544488602671,0,49.8351402282715,85453.8204379082,4.37061342300447,4.37060071097039,2.09060121089711,2.09059817061299
342De,96224,0.002337161829434,0,18.4956531524658,224.891059875488,0.032753906914355,0.032753566522073,0.180980404780061,0.180979464365637
331Ge,429068,0.066781525593339,0,30.2650699615479,28653.8156232834,0.900294885823635,0.900292787566749,0.948838703797245,0.948837598099247
M331Bb,47997,24.6627601250127,0,77.0921325683594,1183738.49772024,363.029096645304,363.0215330664,19.0533224568657,19.0531239713177
342Dh,60332,0.000906550583121,0,10.6314926147461,54.6940097808838,0.008314322142406,0.008314184332916,0.091182904880277,0.091182149201012
331Ff,57343,0.000533572356402,0,15.2983198165894,30.5966396331787,0.008162618201322,0.008162475854075,0.090347209150708,0.090346421368389
M331Ac,50209,26.0131777145555,0,90.959114074707,1306095.63987011,563.974521075839,563.963288537428,23.7481477398941,23.7479112457797
M331Db,22366,22.0816090141076,0,82.2789077758789,493877.26720953,424.318133523897,424.299161953946,20.5989837983309,20.5985232954682
M331Ja,74659,21.4503108090107,0,87.5155181884766,1601458.75468993,547.138004967115,547.130676473497,23.3909812741389,23.3908246214942
M331Jb,21068,18.5238095296839,0,80.233039855957,390259.619171381,447.813387099382,447.792131480097,21.1616017139389,21.1610994865602
M331Du,30375,3.36054054728066,0,41.2672271728516,102076.41912365,74.7488919950046,74.7464311261323,8.64574415507448,8.64560183712692
M331Di,35682,0.172418857661808,0,38.8196678161621,6152.24967908859,4.16319923825124,4.16308256319832,2.04039193250984,2.0403633409759
342Aa,35426,0.240594023544515,0,39.918384552002,8523.283878088,1.9702919007962,1.97023628368163,1.40367086626324,1.40365105481442
M331Dk,21968,10.4123059314527,0,43.0348587036133,228737.536702156,184.507728868502,184.499329936926,13.5833622078078,13.5830530418211
342Ja,240669,1.17994790988827,0,48.7487335205078,283976.883524895,25.867412297943,25.8673048166625,5.08600160223559,5.08599103584174
341Gc,135066,0.068431361728847,0,42.8655700683594,9242.75030326843,1.77734310265046,1.77732994357932,1.33317032019561,1.33316538493141
341Gb,169481,0.32294521963224,0,45.7829170227051,54733.0787684917,8.07823799745162,8.07819033288747,2.84222412864496,2.8422157435507
M331Dm,70619,14.090063901622,0,84.2424697875977,995026.222668648,351.052878260854,351.047907178309,18.7364051584303,18.7362724995744
342Bc,79467,0.138963343274567,0,63,11043,4.87096906601835,4.87090777052379,2.2070272010146,2.20701331453251
342Ge,62957,0.70535024238485,0,70.1218566894531,44406.7352098227,26.3866212133296,26.3862020920053,5.13679094506771,5.1367501488787
342Fb,81886,0.003851667011972,0,4.61950635910034,315.397604942322,0.016003003475647,0.016002808045372,0.126502978129556,0.126502205693705
M331Do,22721,12.7954248053354,0,75.9142837524414,290724.847002029,218.527899235616,218.518281353514,14.782689174694,14.7823638621674
M331Dn,42647,15.1178380661805,0,73.8602294921875,644730.440008402,233.879328876795,233.873844802209,15.2931137730939,15.2929344732203
341Ga,30135,0.000980096648972,0,10.810248374939,29.5352125167847,0.0097513744378,0.009751050848138,0.098749047781736,0.09874740932368
342Bg,42977,0.039452643470694,0,12.101282119751,1695.55625844002,0.302260196774731,0.302253163705955,0.549781953846005,0.549775557574139
342Db,117005,0.008316036974394,0,27.1743965148926,973.017906188965,0.114843690021992,0.114842708493938,0.338885954300251,0.338884506128471
342Cc,63019,0.109617455218759,0,56,6907.98241043091,4.32999828881425,4.32992957940457,2.08086479349675,2.08084828361045
342Df,127533,0,0,0,0,0,0,0,0
342Cb,67441,0,0,0,0,0,0,0,0
M331Dd,84506,16.0042417291414,0,81.7256393432617,1352454.45156282,310.163227541697,310.15955723157,17.6114516023438,17.6113473996617
M334Aa,95271,4.45368917899469,0,57.2529411315918,424307.421772003,62.9524569008752,62.9517961283746,7.93425843421269,7.93421679363342
342Bl,38239,0.00120296032846,0,25,46,0.02787657994207,0.027875850932945,0.166962810056822,0.166960626894322
M341Cc,25358,19.5910655797416,0,60.9298896789551,496790.240971088,177.865426776899,177.858412602801,13.3366197657764,13.3363567964718
M331Ij,47407,3.63877469918433,0,76.455436706543,172503.39216423,85.5176392924927,85.5158353892866,9.24757477896193,9.24747724459415
M334Ab,110920,20.9028249047098,0,54.4830284118652,2318541.3384304,113.563589974934,113.562566141631,10.6566218838304,10.6565738462993
M331Aj,22748,21.8917069759188,0,94.5696487426758,497992.5502882,596.630140582496,596.60391277607,24.4260136039939,24.4254767154312
331Gb,170269,0.142823651135349,0,40.9643707275391,24318.4402551651,2.2878514196257,2.28783798293775,1.51256451750849,1.51256007581112
342Fa,128974,0.215113247383848,0,62.9657707214355,27744.0159680843,8.21426215576886,8.21419846648144,2.86605341118564,2.86604230019053
